Brand Name,Gender,Article Type,Style Id,Size,SKU Code,Ship Quantity,Carton No,"Carton Dimension (in
CMs)",Gross Weight (in KGs),"Net Weight (in
KGs)",CBM
Roadster,Men,Sweaters,11970392,L,RDSTSWTR41675146,1,STNC213562592,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11970416,M,RDSTSWTR41675240,1,STNC213559819,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11970392,L,RDSTSWTR41675146,1,STNC213562592,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11970392,L,RDSTSWTR41675146,1,STNC213562592,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11970416,S,RDSTSWTR41675238,1,STNC213559819,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11970392,S,RDSTSWTR41675142,1,STNC213562592,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11970392,S,RDSTSWTR41675142,1,STNC213562592,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11970416,L,RDSTSWTR41675242,1,STNC213559819,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11970416,L,RDSTSWTR41675242,1,STNC213559819,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11970416,L,RDSTSWTR41675242,1,STNC213559819,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11955652,XL,RDSTSWTR41627398,1,STNC213569941,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963586,XL,RDSTSWTR41654870,1,STNC213564191,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963586,M,RDSTSWTR41654866,1,STNC213564191,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963586,M,RDSTSWTR41654866,1,STNC213564191,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963586,M,RDSTSWTR41654866,1,STNC213564191,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963586,L,RDSTSWTR41654868,1,STNC213564191,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963586,M,RDSTSWTR41654866,1,STNC213564191,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963544,XL,RDSTSWTR41654702,1,STNC213562569,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963586,L,RDSTSWTR41654868,1,STNC213564191,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963586,L,RDSTSWTR41654868,1,STNC213564191,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963544,L,RDSTSWTR41654700,1,STNC213562569,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963586,S,RDSTSWTR41654864,1,STNC213564191,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963544,S,RDSTSWTR41654696,1,STNC213562569,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963586,S,RDSTSWTR41654864,1,STNC213564191,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963544,M,RDSTSWTR41654698,1,STNC213562569,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963544,M,RDSTSWTR41654698,1,STNC213562569,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963544,M,RDSTSWTR41654698,1,STNC213562569,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963544,M,RDSTSWTR41654698,1,STNC213562569,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963458,L,RDSTSWTR41654356,1,STNC213538939,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963458,XL,RDSTSWTR41654358,1,STNC213538939,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963458,L,RDSTSWTR41654356,1,STNC213538939,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963458,L,RDSTSWTR41654356,1,STNC213538939,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963458,M,RDSTSWTR41654354,1,STNC213538939,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963458,M,RDSTSWTR41654354,1,STNC213538939,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963458,M,RDSTSWTR41654354,1,STNC213538939,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963544,S,RDSTSWTR41654696,1,STNC213562569,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963458,M,RDSTSWTR41654354,1,STNC213538939,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963458,S,RDSTSWTR41654348,1,STNC213538939,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963428,L,RDSTSWTR41654236,1,STNC213559819,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963458,S,RDSTSWTR41654348,1,STNC213538939,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963428,L,RDSTSWTR41654236,1,STNC213559819,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963428,L,RDSTSWTR41654236,1,STNC213559819,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963428,M,RDSTSWTR41654234,1,STNC213559819,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963428,M,RDSTSWTR41654234,1,STNC213559819,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963428,M,RDSTSWTR41654234,1,STNC213559819,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963582,S,RDSTSWTR41654848,1,STNC213360760,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963428,S,RDSTSWTR41654232,1,STNC213559819,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963428,M,RDSTSWTR41654234,1,STNC213559819,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963428,S,RDSTSWTR41654232,1,STNC213559819,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331684,L,RDSTSWTR47672314,1,STNC213570438,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331684,M,RDSTSWTR47672316,1,STNC213570438,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331684,S,RDSTSWTR47672315,1,STNC213570438,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331684,XL,RDSTSWTR47672313,1,STNC213570438,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331684,L,RDSTSWTR47672314,1,STNC213570438,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331684,S,RDSTSWTR47672315,1,STNC213570438,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331684,M,RDSTSWTR47672316,1,STNC213570438,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331684,XL,RDSTSWTR47672313,1,STNC213570438,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331684,L,RDSTSWTR47672314,1,STNC213570438,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331684,M,RDSTSWTR47672316,1,STNC213570438,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331520,XL,RDSTSWTR47671903,1,STNC213562819,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331520,L,RDSTSWTR47671904,1,STNC213562819,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331520,XL,RDSTSWTR47671903,1,STNC213562819,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331248,L,RDSTSWTR47671224,1,STNC213562946,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331248,S,RDSTSWTR47671225,1,STNC213562946,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331248,XL,RDSTSWTR47671223,1,STNC213562946,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331248,L,RDSTSWTR47671224,1,STNC213562946,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331248,M,RDSTSWTR47671226,1,STNC213562946,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331248,S,RDSTSWTR47671225,1,STNC213562946,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331248,L,RDSTSWTR47671224,1,STNC213562946,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331520,M,RDSTSWTR47671906,1,STNC213562819,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331520,S,RDSTSWTR47671905,1,STNC213562819,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331248,XL,RDSTSWTR47671223,1,STNC213562946,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331520,L,RDSTSWTR47671904,1,STNC213562819,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331520,L,RDSTSWTR47671904,1,STNC213562819,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331520,S,RDSTSWTR47671905,1,STNC213562819,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331248,M,RDSTSWTR47671226,1,STNC213562946,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331520,M,RDSTSWTR47671906,1,STNC213562819,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331248,M,RDSTSWTR47671226,1,STNC213562946,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,14331520,M,RDSTSWTR47671906,1,STNC213562819,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Tshirts,14342388,L,RDSTTSHT47694676,1,STNC213557076,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Tshirts,14342388,M,RDSTTSHT47694678,1,STNC213557076,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Tshirts,14342388,S,RDSTTSHT47694677,1,STNC213557076,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Tshirts,14342388,L,RDSTTSHT47694676,1,STNC213557076,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Tshirts,14342388,XL,RDSTTSHT47694675,1,STNC213557076,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Tshirts,14342388,L,RDSTTSHT47694676,1,STNC213557076,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Tshirts,14342388,M,RDSTTSHT47694678,1,STNC213557076,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Tshirts,14342388,M,RDSTTSHT47694678,1,STNC213557076,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Tshirts,14342388,S,RDSTTSHT47694677,1,STNC213557076,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963602,XL,RDSTSWTR41654940,1,STNC213570229,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963468,M,RDSTSWTR41654394,1,STNC213564191,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963468,XL,RDSTSWTR41654398,1,STNC213564191,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963468,M,RDSTSWTR41654394,1,STNC213564191,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963468,L,RDSTSWTR41654396,1,STNC213564191,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963468,M,RDSTSWTR41654394,1,STNC213564191,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963602,M,RDSTSWTR41654932,1,STNC213570229,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963468,M,RDSTSWTR41654394,1,STNC213564191,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963468,L,RDSTSWTR41654396,1,STNC213564191,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963602,M,RDSTSWTR41654932,1,STNC213570229,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963602,M,RDSTSWTR41654932,1,STNC213570229,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963468,L,RDSTSWTR41654396,1,STNC213564191,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963602,L,RDSTSWTR41654936,1,STNC213570229,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963602,M,RDSTSWTR41654932,1,STNC213570229,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963602,L,RDSTSWTR41654936,1,STNC213570229,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963602,L,RDSTSWTR41654936,1,STNC213570229,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963468,S,RDSTSWTR41654392,1,STNC213564191,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963602,S,RDSTSWTR41654928,1,STNC213570229,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963468,S,RDSTSWTR41654392,1,STNC213564191,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963602,S,RDSTSWTR41654928,1,STNC213570229,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,11990812,M,RDSTSWTR41741270,1,STNC213570229,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,11990812,XL,RDSTSWTR41741274,1,STNC213570229,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,11990812,XL,RDSTSWTR41741274,1,STNC213570229,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,11990812,M,RDSTSWTR41741270,1,STNC213570229,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,11990812,M,RDSTSWTR41741270,1,STNC213570229,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,11990812,S,RDSTSWTR41741268,1,STNC213570229,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,11990812,L,RDSTSWTR41741272,1,STNC213570229,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,11990812,L,RDSTSWTR41741272,1,STNC213570229,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,11990812,L,RDSTSWTR41741272,1,STNC213570229,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,11990816,L,RDSTSWTR41741288,1,STNC213556666,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,11990816,L,RDSTSWTR41741288,1,STNC213556666,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,11990816,L,RDSTSWTR41741288,1,STNC213556666,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,11990816,M,RDSTSWTR41741286,1,STNC213556666,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,11990816,M,RDSTSWTR41741286,1,STNC213556666,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,11990816,M,RDSTSWTR41741286,1,STNC213556666,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,11990816,XL,RDSTSWTR41741290,1,STNC213556666,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,11990816,XL,RDSTSWTR41741290,1,STNC213556666,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,11990816,S,RDSTSWTR41741284,1,STNC213556666,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweaters,11990816,S,RDSTSWTR41741284,1,STNC213556666,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11545200,XL,RDSTTSHT40162420,1,STNC213557076,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11545200,L,RDSTTSHT40162418,1,STNC213557076,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11545200,L,RDSTTSHT40162418,1,STNC213557076,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11545200,L,RDSTTSHT40162418,1,STNC213557076,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11545200,L,RDSTTSHT40162418,1,STNC213557076,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11545200,L,RDSTTSHT40162418,1,STNC213557076,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11545200,S,RDSTTSHT40162414,1,STNC213557076,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11545200,M,RDSTTSHT40162416,1,STNC213557076,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11545200,M,RDSTTSHT40162416,1,STNC213557076,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11545200,M,RDSTTSHT40162416,1,STNC213557076,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11545200,M,RDSTTSHT40162416,1,STNC213557076,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11544976,L,RDSTTSHT40161522,1,STNC213569941,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11544976,M,RDSTTSHT40161520,1,STNC213569941,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11544976,S,RDSTTSHT40161518,1,STNC213569941,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11544976,L,RDSTTSHT40161522,1,STNC213569941,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11544976,L,RDSTTSHT40161522,1,STNC213569941,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11544976,L,RDSTTSHT40161522,1,STNC213569941,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11544976,M,RDSTTSHT40161520,1,STNC213569941,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11544976,M,RDSTTSHT40161520,1,STNC213569941,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11544976,XL,RDSTTSHT40161524,1,STNC213569941,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11544976,XL,RDSTTSHT40161524,1,STNC213569941,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11544976,L,RDSTTSHT40161522,1,STNC213569941,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,2499225,M,RDSTTSHT00048582,1,STNC213367298,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,2499225,M,RDSTTSHT00048582,1,STNC213367298,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,8938853,M,RDSTTSHT33601653,1,STNC213362963,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11970392,M,RDSTSWTR41675144,1,STNC213562592,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11970392,XL,RDSTSWTR41675148,1,STNC213562592,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Tshirts,11893676,M,RDSTTSHT41402752,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Tshirts,11893676,M,RDSTTSHT41402752,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Tshirts,11893676,M,RDSTTSHT41402752,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Tshirts,11893676,M,RDSTTSHT41402752,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Tshirts,11893676,S,RDSTTSHT41402750,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Tshirts,11893676,S,RDSTTSHT41402750,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11545362,L,RDSTTSHT40163066,1,STNC213467269,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11545362,L,RDSTTSHT40163066,1,STNC213467269,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11545362,M,RDSTTSHT40163064,1,STNC213467269,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,11545362,S,RDSTTSHT40163062,1,STNC213467269,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,13623594,XL,RDSTTSHT46359487,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,13623634,L,RDSTTSHT46359568,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,13623634,L,RDSTTSHT46359568,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,13623594,XL,RDSTTSHT46359487,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,13623634,S,RDSTTSHT46359566,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,2499225,L,RDSTTSHT00048583,1,STNC213367298,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Jackets,12677966,XXL,RDSTJCKT44278602,1,STNC213559525,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663808,XL,RDSTSHRT46441357,1,STNC213563987,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663808,L,RDSTSHRT46441359,1,STNC213563987,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663808,XL,RDSTSHRT46441357,1,STNC213563987,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13662946,S,RDSTSHRT46439643,1,STNC213564067,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663808,M,RDSTSHRT46441360,1,STNC213563987,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663808,M,RDSTSHRT46441360,1,STNC213563987,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13662946,M,RDSTSHRT46439645,1,STNC213564067,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13662946,M,RDSTSHRT46439645,1,STNC213564067,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663586,XL,RDSTSHRT46440913,1,STNC213556149,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663808,L,RDSTSHRT46441359,1,STNC213563987,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13662946,L,RDSTSHRT46439644,1,STNC213564067,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13662946,XL,RDSTSHRT46439642,1,STNC213564067,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663586,M,RDSTSHRT46440916,1,STNC213556149,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13662946,XL,RDSTSHRT46439642,1,STNC213564067,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13662946,L,RDSTSHRT46439644,1,STNC213564067,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663586,L,RDSTSHRT46440915,1,STNC213556149,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663808,M,RDSTSHRT46441360,1,STNC213563987,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663808,M,RDSTSHRT46441360,1,STNC213563987,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663586,M,RDSTSHRT46440916,1,STNC213556149,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663808,S,RDSTSHRT46441358,1,STNC213563987,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663586,XL,RDSTSHRT46440913,1,STNC213556149,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663586,S,RDSTSHRT46440914,1,STNC213556149,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663586,M,RDSTSHRT46440916,1,STNC213556149,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13662946,L,RDSTSHRT46439644,1,STNC213564067,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663586,L,RDSTSHRT46440915,1,STNC213556149,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663740,XL,RDSTSHRT46441221,1,STNC213562577,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663740,M,RDSTSHRT46441224,1,STNC213562577,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663808,L,RDSTSHRT46441359,1,STNC213563987,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663740,XL,RDSTSHRT46441221,1,STNC213562577,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663740,S,RDSTSHRT46441222,1,STNC213562577,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13662946,M,RDSTSHRT46439645,1,STNC213564067,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663586,L,RDSTSHRT46440915,1,STNC213556149,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663740,L,RDSTSHRT46441223,1,STNC213562577,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663740,M,RDSTSHRT46441224,1,STNC213562577,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663740,L,RDSTSHRT46441223,1,STNC213562577,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663740,M,RDSTSHRT46441224,1,STNC213562577,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13662946,M,RDSTSHRT46439645,1,STNC213564067,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663740,L,RDSTSHRT46441223,1,STNC213562577,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13662916,XL,RDSTSHRT46439582,1,STNC213558977,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13662916,S,RDSTSHRT46439583,1,STNC213558977,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13662916,XL,RDSTSHRT46439582,1,STNC213558977,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13662916,L,RDSTSHRT46439584,1,STNC213558977,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13662916,M,RDSTSHRT46439585,1,STNC213558977,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13662916,L,RDSTSHRT46439584,1,STNC213558977,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13662916,M,RDSTSHRT46439585,1,STNC213558977,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663198,XL,RDSTSHRT46440146,1,STNC213551838,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13662916,L,RDSTSHRT46439584,1,STNC213558977,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663198,XL,RDSTSHRT46440146,1,STNC213551838,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663198,L,RDSTSHRT46440148,1,STNC213551838,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663198,L,RDSTSHRT46440148,1,STNC213551838,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663198,M,RDSTSHRT46440149,1,STNC213551838,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13662916,M,RDSTSHRT46439585,1,STNC213558977,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,13663198,S,RDSTSHRT46440147,1,STNC213551838,60X40X40,1.2632,1.1841,0.003475
